YEAR,STATE_CODE,race,MEM_,OSS_,pct_
1984,IL,total,711820,38940,5
1984,IN,AI,470,10,2
1984,IN,AS,2715,35,1
1984,IN,BL,90525,10235,11
1984,IN,HI,10800,835,8
1984,IN,HP,0,0,
1984,IN,MR,0,0,
1984,IN,WH,327400,15295,5
1984,IN,total,431910,26415,6
1984,KS,AI,1565,65,4
1984,KS,AS,4980,85,2
1984,KS,BL,27470,2935,11
1984,KS,HI,8020,425,5
1984,KS,HP,0,0,
1984,KS,MR,0,0,
1984,KS,WH,175840,5415,3
1984,KS,total,217875,8925,4
1984,KY,AI,75,0,
1984,KY,AS,1235,5,0
1984,KY,BL,44505,3650,8
1984,KY,HI,400,15,4
1984,KY,HP,0,0,
1984,KY,MR,0,0,
1984,KY,WH,247080,9010,4
1984,KY,total,293290,12675,4
1984,LA,AI,555,25,5
1984,LA,AS,7180,120,2
1984,LA,BL,240315,26225,11
1984,LA,HI,5310,410,8
1984,LA,HP,0,0,
1984,LA,MR,0,0,
1984,LA,WH,270610,17335,6
1984,LA,total,523965,44115,8
1984,MA,AI,510,10,2
1984,MA,AS,8520,45,1
1984,MA,BL,36490,875,2
1984,MA,HI,21515,1035,5
1984,MA,HP,0,0,
1984,MA,MR,0,0,
1984,MA,WH,209720,9580,5
1984,MA,total,276755,11545,4
1984,MD,AI,785,85,11
1984,MD,AS,14545,290,2
1984,MD,BL,179630,24710,14
1984,MD,HI,7090,345,5
1984,MD,HP,0,0,
1984,MD,MR,0,0,
1984,MD,WH,236465,16150,7
1984,MD,total,438515,41580,9
1984,ME,AI,165,5,3
1984,ME,AS,790,5,1
1984,ME,BL,440,25,6
1984,ME,HI,210,5,2
1984,ME,HP,0,0,
1984,ME,MR,0,0,
1984,ME,WH,99005,3735,4
1984,ME,total,100610,3775,4
1984,MI,AI,2990,215,7
1984,MI,AS,3785,585,15
1984,MI,BL,222725,42000,19
1984,MI,HI,10685,1315,12
1984,MI,HP,0,0,
1984,MI,MR,0,0,
1984,MI,WH,270050,18835,7
1984,MI,total,510235,62955,12
1984,MN,AI,4485,505,11
1984,MN,AS,10085,140,1
1984,MN,BL,15440,2085,14
1984,MN,HI,3790,220,6
1984,MN,HP,0,0,
1984,MN,MR,0,0,
1984,MN,WH,261440,12190,5
1984,MN,total,295240,15140,5
1984,MO,AI,305,10,3
1984,MO,AS,2680,35,1
1984,MO,BL,90615,10495,12
1984,MO,HI,2840,235,8
1984,MO,HP,0,0,
1984,MO,MR,0,0,
1984,MO,WH,167715,6105,4
1984,MO,total,264160,16880,6
1984,MS,AI,190,5,3
1984,MS,AS,395,0,
1984,MS,BL,127840,7130,6
1984,MS,HI,165,0,
1984,MS,HP,0,0,
1984,MS,MR,0,0,
1984,MS,WH,94760,3285,3
1984,MS,total,223350,10420,5
1984,MT,AI,5750,340,6
1984,MT,AS,565,10,2
1984,MT,BL,385,10,3
1984,MT,HI,1120,55,5
1984,MT,HP,0,0,
1984,MT,MR,0,0,
1984,MT,WH,76265,1430,2
1984,MT,total,84080,1845,2
1984,NC,AI,14550,995,7
1984,NC,AS,4670,40,1
1984,NC,BL,203445,14330,7
1984,NC,HI,1950,30,2
1984,NC,HP,0,0,
1984,NC,MR,0,0,
1984,NC,WH,391305,13225,3
1984,NC,total,615920,28615,5
1984,ND,AI,3265,170,5
1984,ND,AS,665,5,1
1984,ND,BL,560,5,1
1984,ND,HI,390,5,1
1984,ND,HP,0,0,
1984,ND,MR,0,0,
1984,ND,WH,62825,820,1
1984,ND,total,67710,1005,1
1984,NE,AI,1015,55,5
1984,NE,AS,1755,15,1
1984,NE,BL,13080,1065,8
1984,NE,HI,3595,140,4
1984,NE,HP,0,0,
1984,NE,MR,0,0,
1984,NE,WH,133920,2885,2
1984,NE,total,153365,4160,3
1984,NH,AI,40,0,
1984,NH,AS,580,5,1
1984,NH,BL,655,40,6
1984,NH,HI,515,35,7
1984,NH,HP,0,0,
1984,NH,MR,0,0,
1984,NH,WH,82680,4120,5
1984,NH,total,84470,4205,5
1984,NJ,AI,355,5,1
1984,NJ,AS,10685,165,2
1984,NJ,BL,160795,12315,8
1984,NJ,HI,86835,3995,5
1984,NJ,HP,0,0,
1984,NJ,MR,0,0,
1984,NJ,WH,223270,14725,7
1984,NJ,total,481935,31200,6
1984,NM,AI,14590,805,6
1984,NM,AS,1700,20,1
1984,NM,BL,5085,355,7
1984,NM,HI,80235,4420,6
1984,NM,HP,0,0,
1984,NM,MR,0,0,
1984,NM,WH,87480,2995,3
1984,NM,total,189090,8595,5
1984,NV,AI,2145,130,6
1984,NV,AS,4145,50,1
1984,NV,BL,14750,725,5
1984,NV,HI,8560,210,2
1984,NV,HP,0,0,
1984,NV,MR,0,0,
1984,NV,WH,104030,3070,3
1984,NV,total,133630,4185,3
1984,NY,AI,1110,20,2
1984,NY,AS,57940,65,0
1984,NY,BL,406215,7910,2
1984,NY,HI,324810,1195,0
1984,NY,HP,0,0,
1984,NY,MR,0,0,
1984,NY,WH,366280,7845,2
1984,NY,total,1156355,17035,1
1984,OH,AI,665,60,9
1984,OH,AS,4280,95,2
1984,OH,BL,186460,28685,15
1984,OH,HI,7010,730,10
1984,OH,HP,0,0,
1984,OH,MR,0,0,
1984,OH,WH,315225,25105,8
1984,OH,total,513640,54670,11
1984,OK,AI,17295,360,2
1984,OK,AS,4425,40,1
1984,OK,BL,40185,2585,6
1984,OK,HI,6125,120,2
1984,OK,HP,0,0,
1984,OK,MR,0,0,
1984,OK,WH,173025,4820,3
1984,OK,total,241050,7925,3
1984,OR,AI,3140,175,6
1984,OR,AS,9155,125,1
1984,OR,BL,9130,630,7
1984,OR,HI,6985,350,5
1984,OR,HP,0,0,
1984,OR,MR,0,0,
1984,OR,WH,223420,9335,4
1984,OR,total,251835,10620,4
1984,PA,AI,530,5,1
1984,PA,AS,8830,265,3
1984,PA,BL,177185,33925,19
1984,PA,HI,22540,2470,11
1984,PA,HP,0,0,
1984,PA,MR,0,0,
1984,PA,WH,328130,19800,6
1984,PA,total,537210,56465,11
1984,RI,AI,310,10,3
1984,RI,AS,2525,45,2
1984,RI,BL,7270,590,8
1984,RI,HI,4660,205,4
1984,RI,HP,0,0,
1984,RI,MR,0,0,
1984,RI,WH,92735,4870,5
1984,RI,total,107495,5720,5
1984,SC,AI,330,10,3
1984,SC,AS,2540,35,1
1984,SC,BL,169295,18050,11
1984,SC,HI,940,30,3
1984,SC,HP,0,0,
1984,SC,MR,0,0,
1984,SC,WH,227035,13570,6
1984,SC,total,400140,31700,8
1984,SD,AI,3910,140,4
1984,SD,AS,660,5,1
1984,SD,BL,510,20,4
1984,SD,HI,375,10,3
1984,SD,HP,0,0,
1984,SD,MR,0,0,
1984,SD,WH,65070,965,1
1984,SD,total,70520,1140,2
1984,TN,AI,195,5,3
1984,TN,AS,3175,30,1
1984,TN,BL,144280,11270,8
1984,TN,HI,680,20,3
1984,TN,HP,0,0,
1984,TN,MR,0,0,
1984,TN,WH,313370,11980,4
1984,TN,total,461690,23305,5
1984,TX,AI,1870,50,3
1984,TX,AS,31505,420,1
1984,TX,BL,281080,18180,6
1984,TX,HI,625200,23795,4
1984,TX,HP,0,0,
1984,TX,MR,0,0,
1984,TX,WH,528740,18695,4
1984,TX,total,1468395,61145,4
1984,UT,AI,2735,75,3
1984,UT,AS,6465,120,2
1984,UT,BL,1930,160,8
1984,UT,HI,11905,690,6
1984,UT,HP,0,0,
1984,UT,MR,0,0,
1984,UT,WH,305935,5300,2
1984,UT,total,328975,6340,2
1984,VA,AI,600,10,2
1984,VA,AS,21625,465,2
1984,VA,BL,160025,18515,12
1984,VA,HI,9115,335,4
1984,VA,HP,0,0,
1984,VA,MR,0,0,
1984,VA,WH,417430,23840,6
1984,VA,total,608800,43165,7
1984,VT,AI,40,0,
1984,VT,AS,265,0,
1984,VT,BL,210,10,5
1984,VT,HI,65,0,
1984,VT,HP,0,0,
1984,VT,MR,0,0,
1984,VT,WH,44670,1640,4
1984,VT,total,45250,1650,4
1984,WA,AI,6745,515,8
1984,WA,AS,24195,750,3
1984,WA,BL,22500,2915,13
1984,WA,HI,13365,785,6
1984,WA,HP,0,0,
1984,WA,MR,0,0,
1984,WA,WH,310125,16920,5
1984,WA,total,376930,21885,6
1984,WI,AI,2275,290,13
1984,WI,AS,4090,40,1
1984,WI,BL,51300,11330,22
1984,WI,HI,9370,1135,12
1984,WI,HP,0,0,
1984,WI,MR,0,0,
1984,WI,WH,191175,9255,5
1984,WI,total,258215,22050,9
1984,WV,AI,50,0,
1984,WV,AS,885,5,1
1984,WV,BL,10855,765,7
1984,WV,HI,235,5,2
1984,WV,HP,0,0,
1984,WV,MR,0,0,
1984,WV,WH,201960,7570,4
1984,WV,total,213985,8345,4
1984,WY,AI,920,25,3
1984,WY,AS,525,5,1
1984,WY,BL,755,60,8
1984,WY,HI,4710,225,5
1984,WY,HP,0,0,
1984,WY,MR,0,0,
1984,WY,WH,63185,1115,2
1984,WY,total,70095,1435,2
1986,AK,AI,17170,605,4
1986,AK,AS,3045,120,4
1986,AK,BL,4155,525,13
1986,AK,HI,1605,140,9
1986,AK,HP,0,0,
1986,AK,MR,0,0,
1986,AK,WH,62105,3645,6
1986,AK,total,88080,5035,6
1986,AL,AI,2665,30,1
1986,AL,AS,2250,50,2
1986,AL,BL,167370,13005,8
1986,AL,HI,635,15,2
1986,AL,HP,0,0,
1986,AL,MR,0,0,
1986,AL,WH,272790,12010,4
1986,AL,total,445710,25110,6
1986,AR,AI,525,20,4
1986,AR,AS,1655,15,1
1986,AR,BL,51885,3505,7
1986,AR,HI,755,20,3
1986,AR,HP,0,0,
1986,AR,MR,0,0,
1986,AR,WH,153145,5570,4
1986,AR,total,207965,9130,4
1986,AZ,AI,31920,1555,5
1986,AZ,AS,6420,115,2
1986,AZ,BL,19950,1535,8
1986,AZ,HI,103925,4590,4
1986,AZ,HP,0,0,
1986,AZ,MR,0,0,
1986,AZ,WH,286885,10370,4
1986,AZ,total,449095,18165,4
1986,CA,AI,18925,1310,7
1986,CA,AS,307495,8535,3
1986,CA,BL,336450,47020,14
1986,CA,HI,950040,65870,7
1986,CA,HP,0,0,
1986,CA,MR,0,0,
1986,CA,WH,1212290,79710,7
1986,CA,total,2825200,202445,7
1986,CO,AI,3455,135,4
1986,CO,AS,10350,215,2
1986,CO,BL,26200,2585,10
1986,CO,HI,59015,4225,7
1986,CO,HP,0,0,
1986,CO,MR,0,0,
1986,CO,WH,314675,11080,4
1986,CO,total,413705,18240,4
1986,CT,AI,435,20,5
1986,CT,AS,4650,80,2
1986,CT,BL,46285,6435,14
1986,CT,HI,35550,4025,11
1986,CT,HP,0,0,
1986,CT,MR,0,0,
1986,CT,WH,175535,9875,6
1986,CT,total,262455,20435,8
1986,DC,AI,50,0,
1986,DC,AS,800,0,
1986,DC,BL,77105,830,1
1986,DC,HI,3260,30,1
1986,DC,HP,0,0,
1986,DC,MR,0,0,
1986,DC,WH,3420,25,1
1986,DC,total,84630,880,1
1986,DE,AI,130,5,4
1986,DE,AS,1165,20,2
1986,DE,BL,23625,2715,11
1986,DE,HI,2120,165,8
1986,DE,HP,0,0,
1986,DE,MR,0,0,
1986,DE,WH,57970,3630,6
1986,DE,total,85010,6540,8
1986,FL,AI,2235,95,4
1986,FL,AS,17665,350,2
1986,FL,BL,320855,38700,12
1986,FL,HI,143490,6860,5
1986,FL,HP,0,0,
1986,FL,MR,0,0,
1986,FL,WH,833980,56630,7
1986,FL,total,1318230,102635,8
1986,GA,AI,450,15,3
1986,GA,AS,8020,140,2
1986,GA,BL,266950,20680,8
1986,GA,HI,4925,170,3
1986,GA,HP,0,0,
1986,GA,MR,0,0,
1986,GA,WH,448355,20480,5
1986,GA,total,728705,41480,6
1986,HI,AI,520,45,9
1986,HI,AS,128300,8320,6
1986,HI,BL,4095,300,7
1986,HI,HI,3995,430,11
1986,HI,HP,0,0,
1986,HI,MR,0,0,
1986,HI,WH,42040,3095,7
1986,HI,total,178945,12185,7
1986,IA,AI,820,30,4
1986,IA,AS,3495,80,2
1986,IA,BL,11240,1215,11
1986,IA,HI,2550,115,5
1986,IA,HP,0,0,
1986,IA,MR,0,0,
1986,IA,WH,192040,6320,3
1986,IA,total,210145,7755,4
1986,ID,AI,2170,65,3
1986,ID,AS,1370,25,2
1986,ID,BL,475,20,4
1986,ID,HI,6790,280,4
1986,ID,HP,0,0,
1986,ID,MR,0,0,
1986,ID,WH,130615,2505,2
1986,ID,total,141415,2895,2
1986,IL,AI,1345,55,4
1986,IL,AS,22620,345,2
1986,IL,BL,277425,26140,9
1986,IL,HI,124745,6065,5
1986,IL,HP,0,0,
1986,IL,MR,0,0,
1986,IL,WH,357570,23750,7
1986,IL,total,783710,56350,7
1986,IN,AI,550,10,2
1986,IN,AS,3130,30,1
1986,IN,BL,91735,10535,11
1986,IN,HI,10545,975,9
1986,IN,HP,0,0,
1986,IN,MR,0,0,
1986,IN,WH,393200,20585,5
1986,IN,total,499160,32130,6
1986,KS,AI,1580,55,3
1986,KS,AS,5465,115,2
1986,KS,BL,28060,3470,12
1986,KS,HI,10360,640,6
1986,KS,HP,0,0,
1986,KS,MR,0,0,
1986,KS,WH,176600,6510,4
1986,KS,total,222065,10795,5
1986,KY,AI,135,5,4
1986,KY,AS,2065,10,0
1986,KY,BL,45755,2650,6
1986,KY,HI,620,5,1
1986,KY,HP,0,0,
1986,KY,MR,0,0,
1986,KY,WH,304840,8700,3
1986,KY,total,353415,11370,3
1986,LA,AI,2565,200,8
1986,LA,AS,7970,155,2
1986,LA,BL,242365,26275,11
1986,LA,HI,5875,330,6
1986,LA,HP,0,0,
1986,LA,MR,0,0,
1986,LA,WH,310625,20235,7
1986,LA,total,569400,47195,8
1986,MA,AI,645,15,2
1986,MA,AS,12350,65,1
1986,MA,BL,45900,1620,4
1986,MA,HI,30205,1505,5
1986,MA,HP,0,0,
1986,MA,MR,0,0,
1986,MA,WH,293020,13230,5
1986,MA,total,382120,16435,4
1986,MD,AI,1195,100,8
1986,MD,AS,18210,340,2
1986,MD,BL,203230,24900,12
1986,MD,HI,9795,395,4
1986,MD,HP,0,0,
1986,MD,MR,0,0,
1986,MD,WH,318260,20715,7
1986,MD,total,550695,46445,8
1986,ME,AI,185,10,5
1986,ME,AS,1005,15,1
1986,ME,BL,645,20,3
1986,ME,HI,265,5,2
1986,ME,HP,0,0,
1986,ME,MR,0,0,
1986,ME,WH,100510,3750,4
1986,ME,total,102610,3800,4
1986,MI,AI,7145,245,3
1986,MI,AS,7345,130,2
1986,MI,BL,217065,16410,8
1986,MI,HI,13080,1180,9
1986,MI,HP,0,0,
1986,MI,MR,0,0,
1986,MI,WH,459070,25430,6
1986,MI,total,703700,43400,6
1986,MN,AI,7325,880,12
1986,MN,AS,9855,185,2
1986,MN,BL,14120,2315,16
1986,MN,HI,3235,205,6
1986,MN,HP,0,0,
1986,MN,MR,0,0,
1986,MN,WH,366100,21685,6
1986,MN,total,400640,25270,6
1986,MO,AI,675,15,2
1986,MO,AS,4595,70,2
1986,MO,BL,101420,12985,13
1986,MO,HI,4050,235,6
1986,MO,HP,0,0,
1986,MO,MR,0,0,
1986,MO,WH,320320,12745,4
1986,MO,total,431065,26050,6
1986,MS,AI,280,5,2
1986,MS,AS,1685,40,2
1986,MS,BL,158980,8420,5
1986,MS,HI,380,5,1
1986,MS,HP,0,0,
1986,MS,MR,0,0,
1986,MS,WH,151890,6185,4
1986,MS,total,313210,14655,5
1986,MT,AI,7595,310,4
1986,MT,AS,635,10,2
1986,MT,BL,385,10,3
1986,MT,HI,1100,90,8
1986,MT,HP,0,0,
1986,MT,MR,0,0,
1986,MT,WH,81880,2345,3
1986,MT,total,91590,2765,3
1986,NC,AI,15740,485,3
1986,NC,AS,5480,65,1
1986,NC,BL,199705,13380,7
1986,NC,HI,3040,55,2
1986,NC,HP,0,0,
1986,NC,MR,0,0,
1986,NC,WH,411000,14440,4
1986,NC,total,634965,28425,4
1986,ND,AI,3670,75,2
1986,ND,AS,735,5,1
1986,ND,BL,630,15,2
1986,ND,HI,570,5,1
1986,ND,HP,0,0,
1986,ND,MR,0,0,
1986,ND,WH,64300,780,1
1986,ND,total,69900,875,1
1986,NE,AI,1920,110,6
1986,NE,AS,1755,25,1
1986,NE,BL,13215,1440,11
1986,NE,HI,3965,165,4
1986,NE,HP,0,0,
1986,NE,MR,0,0,
1986,NE,WH,122535,3360,3
1986,NE,total,143390,5105,4
1986,NH,AI,85,5,6
1986,NH,AS,845,10,1
1986,NH,BL,820,65,8
1986,NH,HI,630,55,9
1986,NH,HP,0,0,
1986,NH,MR,0,0,
1986,NH,WH,89945,5225,6
1986,NH,total,92325,5355,6
1986,NJ,AI,590,30,5
1986,NJ,AS,16425,220,1
1986,NJ,BL,150610,15665,10
1986,NJ,HI,90320,5310,6
1986,NJ,HP,0,0,
1986,NJ,MR,0,0,
1986,NJ,WH,349825,21620,6
1986,NJ,total,607770,42840,7
1986,NM,AI,23840,1300,5
1986,NM,AS,1850,65,4
1986,NM,BL,5235,400,8
1986,NM,HI,88685,6070,7
1986,NM,HP,0,0,
1986,NM,MR,0,0,
1986,NM,WH,94960,3925,4
1986,NM,total,214575,11765,5
1986,NV,AI,2555,165,6
1986,NV,AS,5050,60,1
1986,NV,BL,15165,650,4
1986,NV,HI,10535,255,2
1986,NV,HP,0,0,
1986,NV,MR,0,0,
1986,NV,WH,113180,3120,3
1986,NV,total,146490,4250,3
1986,NY,AI,4400,125,3
1986,NY,AS,68645,470,1
1986,NY,BL,450325,28855,6
1986,NY,HI,350970,11585,3
1986,NY,HP,0,0,
1986,NY,MR,0,0,
1986,NY,WH,786110,28710,4
1986,NY,total,1660455,69745,4
1986,OH,AI,975,60,6
1986,OH,AS,6650,150,2
1986,OH,BL,191680,32770,17
1986,OH,HI,10945,1285,12
1986,OH,HP,0,0,
1986,OH,MR,0,0,
1986,OH,WH,445055,31610,7
1986,OH,total,655305,65875,10
1986,OK,AI,42520,775,2
1986,OK,AS,5460,55,1
1986,OK,BL,44795,2720,6
1986,OK,HI,7485,180,2
1986,OK,HP,0,0,
1986,OK,MR,0,0,
1986,OK,WH,292665,6615,2
1986,OK,total,392930,10345,3
1986,OR,AI,4825,320,7
1986,OR,AS,9005,130,1
1986,OR,BL,9535,605,6
1986,OR,HI,7895,370,5
1986,OR,HP,0,0,
1986,OR,MR,0,0,
1986,OR,WH,232785,11250,5
1986,OR,total,264045,12680,5
1986,PA,AI,500,35,7
1986,PA,AS,10420,205,2
1986,PA,BL,153430,25180,16
1986,PA,HI,23655,2610,11
1986,PA,HP,0,0,
1986,PA,MR,0,0,
1986,PA,WH,400580,22630,6
1986,PA,total,588585,50655,9
1986,RI,AI,385,20,5
1986,RI,AS,3070,25,1
1986,RI,BL,7380,465,6
1986,RI,HI,5155,130,3
1986,RI,HP,0,0,
1986,RI,MR,0,0,
1986,RI,WH,92320,5295,6
1986,RI,total,108305,5930,5
1986,SC,AI,445,25,6
1986,SC,AS,2870,35,1
1986,SC,BL,178255,16045,9
1986,SC,HI,1090,30,3
1986,SC,HP,0,0,
1986,SC,MR,0,0,
1986,SC,WH,230025,13055,6
1986,SC,total,412685,29195,7
1986,SD,AI,8005,250,3
1986,SD,AS,690,5,1
1986,SD,BL,635,15,2
1986,SD,HI,510,10,2
1986,SD,HP,0,0,
1986,SD,MR,0,0,
1986,SD,WH,69015,935,1
1986,SD,total,78855,1215,2
1986,TN,AI,225,15,7
1986,TN,AS,3670,35,1
1986,TN,BL,138155,11720,8
1986,TN,HI,1000,35,4
1986,TN,HP,0,0,
1986,TN,MR,0,0,
1986,TN,WH,305220,13270,4
1986,TN,total,448275,25070,6
1986,TX,AI,3360,45,1
1986,TX,AS,48255,285,1
1986,TX,BL,321830,11770,4
1986,TX,HI,721650,15310,2
1986,TX,HP,0,0,
1986,TX,MR,0,0,
1986,TX,WH,850305,12810,2
1986,TX,total,1945400,40215,2
1986,UT,AI,4130,85,2
1986,UT,AS,4540,100,2
1986,UT,BL,1225,100,8
1986,UT,HI,8575,575,7
1986,UT,HP,0,0,
1986,UT,MR,0,0,
1986,UT,WH,275325,5175,2
1986,UT,total,293795,6025,2
1986,VA,AI,760,40,5
1986,VA,AS,22880,620,3
1986,VA,BL,171480,18565,11
1986,VA,HI,8960,460,5
1986,VA,HP,0,0,
1986,VA,MR,0,0,
1986,VA,WH,455675,26635,6
1986,VA,total,659760,46315,7
1986,VT,AI,375,70,19
1986,VT,AS,270,5,2
1986,VT,BL,180,10,6
1986,VT,HI,85,5,6
1986,VT,HP,0,0,
1986,VT,MR,0,0,
1986,VT,WH,40155,1745,4
1986,VT,total,41065,1835,4
1986,WA,AI,13275,980,7
1986,WA,AS,28445,905,3
1986,WA,BL,24995,3145,13
1986,WA,HI,18570,910,5
1986,WA,HP,0,0,
1986,WA,MR,0,0,
1986,WA,WH,388125,23360,6
1986,WA,total,473415,29300,6
1986,WI,AI,4680,355,8
1986,WI,AS,6275,50,1
1986,WI,BL,56320,6765,12
1986,WI,HI,10330,660,6
1986,WI,HP,0,0,
1986,WI,MR,0,0,
1986,WI,WH,232855,8205,4
1986,WI,total,310460,16035,5
1986,WV,AI,65,0,
1986,WV,AS,950,10,1
1986,WV,BL,10360,640,6
1986,WV,HI,280,5,2
1986,WV,HP,0,0,
1986,WV,MR,0,0,
1986,WV,WH,218100,8780,4
1986,WV,total,229750,9440,4
1986,WY,AI,1680,15,1
1986,WY,AS,510,5,1
1986,WY,BL,810,55,7
1986,WY,HI,4425,155,4
1986,WY,HP,0,0,
1986,WY,MR,0,0,
1986,WY,WH,64000,1370,2
1986,WY,total,71420,1595,2
1988,AK,AI,19120,920,5
1988,AK,AS,3620,155,4
1988,AK,BL,4500,690,15
1988,AK,HI,1850,170,9
1988,AK,HP,0,0,
1988,AK,MR,0,0,
1988,AK,WH,67465,4025,6
1988,AK,total,96555,5960,6
1988,AL,AI,3725,30,1
1988,AL,AS,2755,60,2
1988,AL,BL,168990,15690,9
1988,AL,HI,950,15,2
1988,AL,HP,0,0,
1988,AL,MR,0,0,
1988,AL,WH,288725,13165,5
1988,AL,total,465140,28955,6
1988,AR,AI,395,5,1
1988,AR,AS,2035,25,1
1988,AR,BL,72960,5055,7
1988,AR,HI,955,25,3
1988,AR,HP,0,0,
1988,AR,MR,0,0,
1988,AR,WH,179195,6445,4
1988,AR,total,255540,11550,5
1988,AZ,AI,31160,1205,4
1988,AZ,AS,7425,100,1
1988,AZ,BL,17410,960,6
1988,AZ,HI,105835,3080,3
1988,AZ,HP,0,0,
1988,AZ,MR,0,0,
1988,AZ,WH,309380,7920,3
1988,AZ,total,471210,13270,3
1988,CA,AI,18555,1265,7
1988,CA,AS,284560,9305,3
1988,CA,BL,290730,46915,16
1988,CA,HI,876850,62480,7
1988,CA,HP,0,0,
1988,CA,MR,0,0,
1988,CA,WH,967725,62070,6
1988,CA,total,2438420,182035,7
1988,CO,AI,2780,110,4
1988,CO,AS,8095,195,2
1988,CO,BL,24220,2495,10
1988,CO,HI,52500,3195,6
1988,CO,HP,0,0,
1988,CO,MR,0,0,
1988,CO,WH,241885,8580,4
1988,CO,total,329480,14575,4
1988,CT,AI,355,15,4
1988,CT,AS,5605,110,2
1988,CT,BL,45965,6455,14
1988,CT,HI,35465,4190,12
1988,CT,HP,0,0,
1988,CT,MR,0,0,
1988,CT,WH,164055,8530,5
1988,CT,total,251450,19300,8
1988,DC,AI,35,0,
1988,DC,AS,755,0,
1988,DC,BL,76985,575,1
1988,DC,HI,3640,10,0
1988,DC,HP,0,0,
1988,DC,MR,0,0,
1988,DC,WH,2885,5,0
1988,DC,total,84305,590,1
1988,DE,AI,100,5,5
1988,DE,AS,1210,10,1
1988,DE,BL,22650,2360,10
1988,DE,HI,2135,150,7
1988,DE,HP,0,0,
1988,DE,MR,0,0,
1988,DE,WH,56595,3160,6
1988,DE,total,82685,5690,7
1988,FL,AI,2350,115,5
1988,FL,AS,20630,485,2
1988,FL,BL,360050,45990,13
1988,FL,HI,181965,9210,5
1988,FL,HP,0,0,
1988,FL,MR,0,0,
1988,FL,WH,881285,56655,6
1988,FL,total,1446280,112460,8
1988,GA,AI,600,15,3
1988,GA,AS,10345,175,2
1988,GA,BL,296345,26790,9
1988,GA,HI,6720,235,3
1988,GA,HP,0,0,
1988,GA,MR,0,0,
1988,GA,WH,443870,20725,5
1988,GA,total,757885,47940,6
1988,GU,AI,120,0,
1988,GU,AS,19820,1100,6
1988,GU,BL,385,10,3
1988,GU,HI,75,0,
1988,GU,HP,0,0,
1988,GU,MR,0,0,
1988,GU,WH,2360,60,3
1988,GU,total,22760,1170,5
1988,HI,AI,480,10,2
1988,HI,AS,107295,5830,5
1988,HI,BL,4155,110,3
1988,HI,HI,3425,315,9
1988,HI,HP,0,0,
1988,HI,MR,0,0,
1988,HI,WH,36250,2210,6
1988,HI,total,151605,8475,6
1988,IA,AI,940,50,5
1988,IA,AS,4660,70,2
1988,IA,BL,12105,1175,10
1988,IA,HI,4000,190,5
1988,IA,HP,0,0,
1988,IA,MR,0,0,
1988,IA,WH,263670,8340,3
1988,IA,total,285370,9830,3
1988,ID,AI,2105,70,3
1988,ID,AS,1480,15,1
1988,ID,BL,480,20,4
1988,ID,HI,5820,255,4
1988,ID,HP,0,0,
1988,ID,MR,0,0,
1988,ID,WH,133790,2835,2
1988,ID,total,143675,3200,2
1988,IL,AI,1205,70,6
1988,IL,AS,23155,710,3
1988,IL,BL,284280,23910,8
1988,IL,HI,126370,6735,5
1988,IL,HP,0,0,
1988,IL,MR,0,0,
1988,IL,WH,395120,20340,5
1988,IL,total,830130,51765,6
1988,IN,AI,545,15,3
1988,IN,AS,2160,40,2
1988,IN,BL,77645,8475,11
1988,IN,HI,11055,1105,10
1988,IN,HP,0,0,
1988,IN,MR,0,0,
1988,IN,WH,303575,15180,5
1988,IN,total,394985,24815,6
1988,KS,AI,2270,85,4
1988,KS,AS,6185,135,2
1988,KS,BL,31950,3205,10
1988,KS,HI,13310,730,5
1988,KS,HP,0,0,
1988,KS,MR,0,0,
1988,KS,WH,227570,7625,3
1988,KS,total,281285,11785,4
1988,KY,AI,115,0,
1988,KY,AS,1470,15,1
1988,KY,BL,46430,3060,7
1988,KY,HI,500,5,1
1988,KY,HP,0,0,
1988,KY,MR,0,0,
1988,KY,WH,218635,6275,3
1988,KY,total,267150,9355,4
1988,LA,AI,2100,230,11
1988,LA,AS,7710,240,3
1988,LA,BL,266450,31550,12
1988,LA,HI,5920,680,11
1988,LA,HP,0,0,
1988,LA,MR,0,0,
1988,LA,WH,300820,21025,7
1988,LA,total,583005,53725,9
1988,MA,AI,595,5,1
1988,MA,AS,14805,195,1
1988,MA,BL,44195,1670,4
1988,MA,HI,31565,1545,5
1988,MA,HP,0,0,
1988,MA,MR,0,0,
1988,MA,WH,269495,14015,5
1988,MA,total,360655,17430,5
1988,MD,AI,1165,75,6
1988,MD,AS,21315,375,2
1988,MD,BL,210855,23190,11
1988,MD,HI,12150,415,3
1988,MD,HP,0,0,
1988,MD,MR,0,0,
1988,MD,WH,336540,19845,6
1988,MD,total,582025,43900,8
1988,ME,AI,180,10,6
1988,ME,AS,795,15,2
1988,ME,BL,650,20,3
1988,ME,HI,305,10,3
1988,ME,HP,0,0,
1988,ME,MR,0,0,
1988,ME,WH,93980,3130,3
1988,ME,total,95910,3180,3
1988,MI,AI,5520,340,6
1988,MI,AS,7980,140,2
1988,MI,BL,207765,33540,16
1988,MI,HI,14160,1305,9
1988,MI,HP,0,0,
1988,MI,MR,0,0,
1988,MI,WH,444365,20200,5
1988,MI,total,679790,55530,8
1988,MN,AI,6125,940,15
1988,MN,AS,11375,315,3
1988,MN,BL,17220,4075,24
1988,MN,HI,4025,315,8
