YEAR,STATE_CODE,race,MEM_,OSS_,pct_
1994,SC,total,526335,68255,13
1994,SD,AI,4875,275,6
1994,SD,AS,475,10,2
1994,SD,BL,610,20,3
1994,SD,HI,335,5,1
1994,SD,HP,0,0,
1994,SD,MR,0,0,
1994,SD,WH,33625,890,3
1994,SD,total,39920,1195,3
1994,TN,AI,665,135,20
1994,TN,AS,7190,215,3
1994,TN,BL,165440,24225,15
1994,TN,HI,3555,225,6
1994,TN,HP,0,0,
1994,TN,MR,0,0,
1994,TN,WH,431875,27795,6
1994,TN,total,608725,52600,9
1994,TX,AI,5855,260,4
1994,TX,AS,64985,1685,3
1994,TX,BL,423560,37550,9
1994,TX,HI,885135,50245,6
1994,TX,HP,0,0,
1994,TX,MR,0,0,
1994,TX,WH,1123595,38405,3
1994,TX,total,2503130,128145,5
1994,UT,AI,5070,275,5
1994,UT,AS,9405,585,6
1994,UT,BL,2950,250,8
1994,UT,HI,20460,1825,9
1994,UT,HP,0,0,
1994,UT,MR,0,0,
1994,UT,WH,362705,10545,3
1994,UT,total,400595,13475,3
1994,VA,AI,1770,270,15
1994,VA,AS,35835,1260,4
1994,VA,BL,265490,42640,16
1994,VA,HI,30980,2515,8
1994,VA,HP,0,0,
1994,VA,MR,0,0,
1994,VA,WH,680010,42745,6
1994,VA,total,1014080,89430,9
1994,VT,AI,75,15,20
1994,VT,AS,40,0,
1994,VT,BL,55,0,
1994,VT,HI,30,0,
1994,VT,HP,0,0,
1994,VT,MR,0,0,
1994,VT,WH,11125,985,9
1994,VT,total,11325,1005,9
1994,WA,AI,9515,1005,11
1994,WA,AS,31385,1650,5
1994,WA,BL,29050,4085,14
1994,WA,HI,30155,2615,9
1994,WA,HP,0,0,
1994,WA,MR,0,0,
1994,WA,WH,272980,16585,6
1994,WA,total,373085,25940,7
1994,WI,AI,4175,665,16
1994,WI,AS,10820,230,2
1994,WI,BL,58625,11690,20
1994,WI,HI,15295,1555,10
1994,WI,HP,0,0,
1994,WI,MR,0,0,
1994,WI,WH,259965,13340,5
1994,WI,total,348875,27485,8
1994,WV,AI,230,110,48
1994,WV,AS,1190,15,1
1994,WV,BL,11445,1700,15
1994,WV,HI,595,20,3
1994,WV,HP,0,0,
1994,WV,MR,0,0,
1994,WV,WH,271890,17865,7
1994,WV,total,285350,19705,7
1994,WY,AI,1400,55,4
1994,WY,AS,375,15,4
1994,WY,BL,630,65,10
1994,WY,HI,3135,185,6
1994,WY,HP,0,0,
1994,WY,MR,0,0,
1994,WY,WH,38540,870,2
1994,WY,total,44080,1185,3
1997,AK,AI,19785,1540,8
1997,AK,AS,4860,445,9
1997,AK,BL,5810,1100,19
1997,AK,HI,3390,400,12
1997,AK,HP,0,0,
1997,AK,MR,0,0,
1997,AK,WH,69925,5890,8
1997,AK,total,103770,9370,9
1997,AL,AI,2420,510,21
1997,AL,AS,3465,125,4
1997,AL,BL,180205,33570,19
1997,AL,HI,3015,170,6
1997,AL,HP,0,0,
1997,AL,MR,0,0,
1997,AL,WH,255750,18025,7
1997,AL,total,444855,52400,12
1997,AR,AI,1240,100,8
1997,AR,AS,2850,135,5
1997,AR,BL,61830,10980,18
1997,AR,HI,6325,435,7
1997,AR,HP,0,0,
1997,AR,MR,0,0,
1997,AR,WH,190840,15105,8
1997,AR,total,263080,26750,10
1997,AZ,AI,21560,2720,13
1997,AZ,AS,9645,355,4
1997,AZ,BL,20725,2240,11
1997,AZ,HI,134440,10065,7
1997,AZ,HP,0,0,
1997,AZ,MR,0,0,
1997,AZ,WH,281655,16595,6
1997,AZ,total,468025,31975,7
1997,CA,AI,17785,1880,11
1997,CA,AS,328305,13780,4
1997,CA,BL,312570,49915,16
1997,CA,HI,1220915,99445,8
1997,CA,HP,0,0,
1997,CA,MR,0,0,
1997,CA,WH,869485,59940,7
1997,CA,total,2749065,224955,8
1997,CO,AI,6205,585,9
1997,CO,AS,16900,830,5
1997,CO,BL,35030,5520,16
1997,CO,HI,107785,11465,11
1997,CO,HP,0,0,
1997,CO,MR,0,0,
1997,CO,WH,403430,24585,6
1997,CO,total,569355,42980,8
1997,CT,AI,590,185,31
1997,CT,AS,6375,170,3
1997,CT,BL,41820,7200,17
1997,CT,HI,34950,4875,14
1997,CT,HP,0,0,
1997,CT,MR,0,0,
1997,CT,WH,184510,8995,5
1997,CT,total,268240,21430,8
1997,DC,AI,25,50,200
1997,DC,AS,1085,5,0
1997,DC,BL,62365,2745,4
1997,DC,HI,6420,140,2
1997,DC,HP,0,0,
1997,DC,MR,0,0,
1997,DC,WH,3865,15,0
1997,DC,total,73765,2955,4
1997,DE,AI,190,5,3
1997,DE,AS,1435,55,4
1997,DE,BL,23770,4720,20
1997,DE,HI,2570,385,15
1997,DE,HP,0,0,
1997,DE,MR,0,0,
1997,DE,WH,53665,4985,9
1997,DE,total,81635,10150,12
1997,FL,AI,11180,325,3
1997,FL,AS,39505,1495,4
1997,FL,BL,513650,85305,17
1997,FL,HI,341295,24630,7
1997,FL,HP,0,0,
1997,FL,MR,0,0,
1997,FL,WH,1020895,74700,7
1997,FL,total,1926520,186455,10
1997,GA,AI,1665,90,5
1997,GA,AS,22205,890,4
1997,GA,BL,340770,46420,14
1997,GA,HI,24440,1795,7
1997,GA,HP,0,0,
1997,GA,MR,0,0,
1997,GA,WH,397300,27740,7
1997,GA,total,786380,76935,10
1997,HI,AI,325,30,9
1997,HI,AS,63405,4355,7
1997,HI,BL,2200,165,8
1997,HI,HI,1980,165,8
1997,HI,HP,0,0,
1997,HI,MR,0,0,
1997,HI,WH,16190,1095,7
1997,HI,total,84100,5810,7
1997,IA,AI,1835,375,20
1997,IA,AS,5510,440,8
1997,IA,BL,15120,3735,25
1997,IA,HI,8810,1125,13
1997,IA,HP,0,0,
1997,IA,MR,0,0,
1997,IA,WH,223490,15845,7
1997,IA,total,254760,21520,8
1997,ID,AI,2890,255,9
1997,ID,AS,2440,80,3
1997,ID,BL,1215,65,5
1997,ID,HI,13520,770,6
1997,ID,HP,0,0,
1997,ID,MR,0,0,
1997,ID,WH,160880,5610,3
1997,ID,total,180945,6780,4
1997,IL,AI,2115,160,8
1997,IL,AS,35350,505,1
1997,IL,BL,311740,20435,7
1997,IL,HI,195305,5840,3
1997,IL,HP,0,0,
1997,IL,MR,0,0,
1997,IL,WH,472025,28600,6
1997,IL,total,1016540,55540,5
1997,IN,AI,690,50,7
1997,IN,AS,3450,100,3
1997,IN,BL,56660,12600,22
1997,IN,HI,10060,1370,14
1997,IN,HP,0,0,
1997,IN,MR,0,0,
1997,IN,WH,298260,24645,8
1997,IN,total,369120,38765,11
1997,KS,AI,4160,390,9
1997,KS,AS,8305,325,4
1997,KS,BL,37510,7765,21
1997,KS,HI,26925,2280,8
1997,KS,HP,0,0,
1997,KS,MR,0,0,
1997,KS,WH,249505,13905,6
1997,KS,total,326405,24660,8
1997,KY,AI,645,30,5
1997,KY,AS,2085,55,3
1997,KY,BL,40770,4520,11
1997,KY,HI,2125,105,5
1997,KY,HP,0,0,
1997,KY,MR,0,0,
1997,KY,WH,292615,15045,5
1997,KY,total,338240,19760,6
1997,LA,AI,3325,1525,46
1997,LA,AS,5880,395,7
1997,LA,BL,193955,38000,20
1997,LA,HI,6640,895,13
1997,LA,HP,0,0,
1997,LA,MR,0,0,
1997,LA,WH,243660,23055,9
1997,LA,total,453455,63870,14
1997,MA,AI,840,60,7
1997,MA,AS,16905,545,3
1997,MA,BL,51295,4330,8
1997,MA,HI,45985,5010,11
1997,MA,HP,0,0,
1997,MA,MR,0,0,
1997,MA,WH,249220,15775,6
1997,MA,total,364245,25720,7
1997,MD,AI,2600,180,7
1997,MD,AS,32610,505,2
1997,MD,BL,290465,25630,9
1997,MD,HI,29815,1165,4
1997,MD,HP,0,0,
1997,MD,MR,0,0,
1997,MD,WH,457440,26045,6
1997,MD,total,812925,53530,7
1997,ME,AI,350,120,34
1997,ME,AS,1360,50,4
1997,ME,BL,1365,70,5
1997,ME,HI,585,30,5
1997,ME,HP,0,0,
1997,ME,MR,0,0,
1997,ME,WH,102870,5450,5
1997,ME,total,106535,5725,5
1997,MI,AI,3490,340,10
1997,MI,AS,10205,200,2
1997,MI,BL,219285,13925,6
1997,MI,HI,18670,1570,8
1997,MI,HP,0,0,
1997,MI,MR,0,0,
1997,MI,WH,382295,28840,8
1997,MI,total,633940,44870,7
1997,MN,AI,10855,800,7
1997,MN,AS,33905,545,2
1997,MN,BL,43475,1950,4
1997,MN,HI,14405,565,4
1997,MN,HP,0,0,
1997,MN,MR,0,0,
1997,MN,WH,461345,15995,3
1997,MN,total,563990,19860,4
1997,MO,AI,1450,70,5
1997,MO,AS,7685,280,4
1997,MO,BL,115500,19360,17
1997,MO,HI,8425,585,7
1997,MO,HP,0,0,
1997,MO,MR,0,0,
1997,MO,WH,396905,23125,6
1997,MO,total,529965,43420,8
1997,MS,AI,365,40,11
1997,MS,AS,2205,115,5
1997,MS,BL,133835,22145,17
1997,MS,HI,1420,100,7
1997,MS,HP,0,0,
1997,MS,MR,0,0,
1997,MS,WH,156015,11490,7
1997,MS,total,293835,33890,12
1997,MT,AI,10200,1535,15
1997,MT,AS,1090,35,3
1997,MT,BL,660,50,8
1997,MT,HI,1875,115,6
1997,MT,HP,0,0,
1997,MT,MR,0,0,
1997,MT,WH,97275,3670,4
1997,MT,total,111100,5400,5
1997,NC,AI,5570,545,10
1997,NC,AS,13985,570,4
1997,NC,BL,228765,39375,17
1997,NC,HI,18295,1410,8
1997,NC,HP,0,0,
1997,NC,MR,0,0,
1997,NC,WH,429695,31935,7
1997,NC,total,696310,73830,11
1997,ND,AI,5995,670,11
1997,ND,AS,750,10,1
1997,ND,BL,950,45,5
1997,ND,HI,905,45,5
1997,ND,HP,0,0,
1997,ND,MR,0,0,
1997,ND,WH,80530,2085,3
1997,ND,total,89125,2855,3
1997,NE,AI,2745,225,8
1997,NE,AS,3465,100,3
1997,NE,BL,17135,2505,15
1997,NE,HI,11720,810,7
1997,NE,HP,0,0,
1997,NE,MR,0,0,
1997,NE,WH,173665,6490,4
1997,NE,total,208725,10135,5
1997,NH,AI,305,55,18
1997,NH,AS,1610,60,4
1997,NH,BL,1360,220,16
1997,NH,HI,2295,295,13
1997,NH,HP,0,0,
1997,NH,MR,0,0,
1997,NH,WH,108730,7035,6
1997,NH,total,114300,7660,7
1997,NJ,AI,1880,310,16
1997,NJ,AS,30460,810,3
1997,NJ,BL,107285,15260,14
1997,NJ,HI,75620,5675,8
1997,NJ,HP,0,0,
1997,NJ,MR,0,0,
1997,NJ,WH,256295,13190,5
1997,NJ,total,471540,35245,7
1997,NM,AI,24505,2785,11
1997,NM,AS,1485,40,3
1997,NM,BL,4065,430,11
1997,NM,HI,92770,6205,7
1997,NM,HP,0,0,
1997,NM,MR,0,0,
1997,NM,WH,70320,3640,5
1997,NM,total,193140,13100,7
1997,NV,AI,5380,575,11
1997,NV,AS,14255,315,2
1997,NV,BL,27645,1505,5
1997,NV,HI,60575,2570,4
1997,NV,HP,0,0,
1997,NV,MR,0,0,
1997,NV,WH,181960,8120,4
1997,NV,total,289820,13085,5
1997,NY,AI,7740,360,5
1997,NY,AS,125340,1200,1
1997,NY,BL,474480,29505,6
1997,NY,HI,441905,13855,3
1997,NY,HP,0,0,
1997,NY,MR,0,0,
1997,NY,WH,522245,17190,3
1997,NY,total,1571710,62115,4
1997,OH,AI,1355,685,51
1997,OH,AS,8155,350,4
1997,OH,BL,210545,31235,15
1997,OH,HI,16875,1400,8
1997,OH,HP,0,0,
1997,OH,MR,0,0,
1997,OH,WH,459025,39740,9
1997,OH,total,695955,73410,11
1997,OK,AI,43065,2530,6
1997,OK,AS,7110,225,3
1997,OK,BL,54265,8865,16
1997,OK,HI,19515,1630,8
1997,OK,HP,0,0,
1997,OK,MR,0,0,
1997,OK,WH,251655,13810,5
1997,OK,total,375605,27060,7
1997,OR,AI,6620,595,9
1997,OR,AS,16995,2005,12
1997,OR,BL,12985,850,7
1997,OR,HI,29690,3460,12
1997,OR,HP,0,0,
1997,OR,MR,0,0,
1997,OR,WH,331560,21815,7
1997,OR,total,397850,28720,7
1997,PA,AI,1500,395,26
1997,PA,AS,16875,805,5
1997,PA,BL,186485,31470,17
1997,PA,HI,39175,5385,14
1997,PA,HP,0,0,
1997,PA,MR,0,0,
1997,PA,WH,408010,25345,6
1997,PA,total,652045,63395,10
1997,RI,AI,405,40,10
1997,RI,AS,3930,275,7
1997,RI,BL,9640,1800,19
1997,RI,HI,16210,1585,10
1997,RI,HP,0,0,
1997,RI,MR,0,0,
1997,RI,WH,63115,5040,8
1997,RI,total,93300,8745,9
1997,SC,AI,580,110,19
1997,SC,AS,3470,170,5
1997,SC,BL,161870,35510,22
1997,SC,HI,4685,355,8
1997,SC,HP,0,0,
1997,SC,MR,0,0,
1997,SC,WH,214670,20655,10
1997,SC,total,385275,56800,15
1997,SD,AI,7965,610,8
1997,SD,AS,1015,20,2
1997,SD,BL,1210,65,5
1997,SD,HI,1065,45,4
1997,SD,HP,0,0,
1997,SD,MR,0,0,
1997,SD,WH,84055,2005,2
1997,SD,total,95310,2745,3
1997,TN,AI,865,135,16
1997,TN,AS,7310,405,6
1997,TN,BL,179310,38565,22
1997,TN,HI,6865,425,6
1997,TN,HP,0,0,
1997,TN,MR,0,0,
1997,TN,WH,376050,27160,7
1997,TN,total,570405,66690,12
1997,TX,AI,5885,435,7
1997,TX,AS,68795,1750,3
1997,TX,BL,380825,39500,10
1997,TX,HI,886395,57820,7
1997,TX,HP,0,0,
1997,TX,MR,0,0,
1997,TX,WH,847995,36470,4
1997,TX,total,2189895,135975,6
1997,UT,AI,5560,385,7
1997,UT,AS,7830,325,4
1997,UT,BL,2065,145,7
1997,UT,HI,17375,1115,6
1997,UT,HP,0,0,
1997,UT,MR,0,0,
1997,UT,WH,308270,7530,2
1997,UT,total,341100,9500,3
1997,VA,AI,1890,120,6
1997,VA,AS,36850,1555,4
1997,VA,BL,208205,34655,17
1997,VA,HI,36770,2760,8
1997,VA,HP,0,0,
1997,VA,MR,0,0,
1997,VA,WH,466285,32050,7
1997,VA,total,750000,71140,9
1997,VT,AI,965,140,15
1997,VT,AS,580,15,3
1997,VT,BL,535,40,7
1997,VT,HI,245,15,6
1997,VT,HP,0,0,
1997,VT,MR,0,0,
1997,VT,WH,46570,2670,6
1997,VT,total,48900,2880,6
1997,WA,AI,11995,1675,14
1997,WA,AS,37190,2995,8
1997,WA,BL,31980,7455,23
1997,WA,HI,37210,4675,13
1997,WA,HP,0,0,
1997,WA,MR,0,0,
1997,WA,WH,335785,32650,10
1997,WA,total,454160,49445,11
1997,WI,AI,3940,785,20
1997,WI,AS,14965,605,4
1997,WI,BL,64265,13370,21
1997,WI,HI,18215,2685,15
1997,WI,HP,0,0,
1997,WI,MR,0,0,
1997,WI,WH,263565,14580,6
1997,WI,total,364955,32025,9
1997,WV,AI,200,55,28
1997,WV,AS,745,30,4
1997,WV,BL,9165,1680,18
1997,WV,HI,635,55,9
1997,WV,HP,0,0,
1997,WV,MR,0,0,
1997,WV,WH,173540,15470,9
1997,WV,total,184275,17295,9
1997,WY,AI,1520,180,12
1997,WY,AS,655,25,4
1997,WY,BL,1075,90,8
1997,WY,HI,5295,530,10
1997,WY,HP,0,0,
1997,WY,MR,0,0,
1997,WY,WH,65760,3475,5
1997,WY,total,74310,4295,6
1998,AK,AI,23210,1555,7
1998,AK,AS,5745,350,6
1998,AK,BL,5840,760,13
1998,AK,HI,3655,295,8
1998,AK,HP,0,0,
1998,AK,MR,0,0,
1998,AK,WH,71695,6260,9
1998,AK,total,110145,9215,8
1998,AL,AI,5515,210,4
1998,AL,AS,4455,95,2
1998,AL,BL,222040,30450,14
1998,AL,HI,6320,240,4
1998,AL,HP,0,0,
1998,AL,MR,0,0,
1998,AL,WH,410000,21630,5
1998,AL,total,648330,52625,8
1998,AR,AI,1465,80,5
1998,AR,AS,3160,170,5
1998,AR,BL,89100,13330,15
1998,AR,HI,9465,455,5
1998,AR,HP,0,0,
1998,AR,MR,0,0,
1998,AR,WH,217650,13590,6
1998,AR,total,320840,27625,9
1998,AZ,AI,39890,3350,8
1998,AZ,AS,15045,385,3
1998,AZ,BL,32980,3030,9
1998,AZ,HI,230440,15790,7
1998,AZ,HP,0,0,
1998,AZ,MR,0,0,
1998,AZ,WH,396545,21130,5
1998,AZ,total,714905,43690,6
1998,CA,AI,27060,3115,12
1998,CA,AS,455540,18085,4
1998,CA,BL,397900,57460,14
1998,CA,HI,1702580,137845,8
1998,CA,HP,0,0,
1998,CA,MR,0,0,
1998,CA,WH,1264400,89330,7
1998,CA,total,3847485,305835,8
1998,CO,AI,6695,710,11
1998,CO,AS,18160,900,5
1998,CO,BL,38370,7305,19
1998,CO,HI,117990,13335,11
1998,CO,HP,0,0,
1998,CO,MR,0,0,
1998,CO,WH,420455,25465,6
1998,CO,total,601670,47720,8
1998,CT,AI,925,185,20
1998,CT,AS,10415,355,3
1998,CT,BL,61030,11715,19
1998,CT,HI,57300,9725,17
1998,CT,HP,0,0,
1998,CT,MR,0,0,
1998,CT,WH,232165,10825,5
1998,CT,total,361830,32805,9
1998,DC,AI,35,0,
1998,DC,AS,1095,15,1
1998,DC,BL,59835,2915,5
1998,DC,HI,5525,185,3
1998,DC,HP,0,0,
1998,DC,MR,0,0,
1998,DC,WH,3180,55,2
1998,DC,total,69665,3165,5
1998,DE,AI,210,15,7
1998,DE,AS,1680,70,4
1998,DE,BL,27915,4635,17
1998,DE,HI,3325,290,9
1998,DE,HP,0,0,
1998,DE,MR,0,0,
1998,DE,WH,58125,4415,8
1998,DE,total,91250,9425,10
1998,FL,AI,5725,390,7
1998,FL,AS,41460,1525,4
1998,FL,BL,562270,94075,17
1998,FL,HI,379785,26640,7
1998,FL,HP,0,0,
1998,FL,MR,0,0,
1998,FL,WH,1235755,87095,7
1998,FL,total,2224990,209725,9
1998,GA,AI,1580,95,6
1998,GA,AS,26225,935,4
1998,GA,BL,462630,66395,14
1998,GA,HI,40815,2555,6
1998,GA,HP,0,0,
1998,GA,MR,0,0,
1998,GA,WH,655345,38775,6
1998,GA,total,1186600,108760,9
1998,HI,AI,370,15,4
1998,HI,AS,76670,2940,4
1998,HI,BL,2295,100,4
1998,HI,HI,2285,105,5
1998,HI,HP,0,0,
1998,HI,MR,0,0,
1998,HI,WH,16035,405,3
1998,HI,total,97655,3565,4
1998,IA,AI,1715,115,7
1998,IA,AS,6540,310,5
1998,IA,BL,15290,2790,18
1998,IA,HI,10100,585,6
1998,IA,HP,0,0,
1998,IA,MR,0,0,
1998,IA,WH,248970,11205,5
1998,IA,total,282610,15005,5
1998,ID,AI,2675,225,8
1998,ID,AS,2590,95,4
1998,ID,BL,1265,95,8
1998,ID,HI,18075,1095,6
1998,ID,HP,0,0,
1998,ID,MR,0,0,
1998,ID,WH,172515,6170,4
1998,ID,total,197115,7680,4
1998,IL,AI,1960,340,17
1998,IL,AS,42050,785,2
1998,IL,BL,338750,22975,7
1998,IL,HI,216970,7470,3
1998,IL,HP,0,0,
1998,IL,MR,0,0,
1998,IL,WH,549865,25380,5
1998,IL,total,1149595,56950,5
1998,IN,AI,1295,215,17
1998,IN,AS,6345,225,4
1998,IN,BL,81595,16135,20
1998,IN,HI,19415,2600,13
1998,IN,HP,0,0,
1998,IN,MR,0,0,
1998,IN,WH,444370,38900,9
1998,IN,total,553015,58080,11
1998,KS,AI,3830,360,9
1998,KS,AS,8330,385,5
1998,KS,BL,36720,7290,20
1998,KS,HI,26530,2685,10
1998,KS,HP,0,0,
1998,KS,MR,0,0,
1998,KS,WH,234845,12615,5
1998,KS,total,310255,23330,8
1998,KY,AI,455,95,21
1998,KY,AS,3440,55,2
1998,KY,BL,56680,6785,12
1998,KY,HI,3610,195,5
1998,KY,HP,0,0,
1998,KY,MR,0,0,
1998,KY,WH,391185,24070,6
1998,KY,total,455370,31200,7
1998,LA,AI,1280,100,8
1998,LA,AS,8325,375,5
1998,LA,BL,286850,50595,18
1998,LA,HI,8555,705,8
1998,LA,HP,0,0,
1998,LA,MR,0,0,
1998,LA,WH,308050,26520,9
1998,LA,total,613060,78295,13
1998,MA,AI,1250,55,4
1998,MA,AS,30375,1100,4
1998,MA,BL,68745,4880,7
1998,MA,HI,74335,6435,9
1998,MA,HP,0,0,
1998,MA,MR,0,0,
1998,MA,WH,316145,17785,6
1998,MA,total,490850,30250,6
1998,MD,AI,2675,170,6
1998,MD,AS,33585,700,2
1998,MD,BL,301915,28005,9
1998,MD,HI,32555,1685,5
1998,MD,HP,0,0,
1998,MD,MR,0,0,
1998,MD,WH,452820,25890,6
1998,MD,total,823545,56445,7
1998,ME,AI,565,130,23
1998,ME,AS,1660,65,4
1998,ME,BL,1665,120,7
1998,ME,HI,765,40,5
1998,ME,HP,0,0,
1998,ME,MR,0,0,
1998,ME,WH,140450,7670,5
1998,ME,total,145105,8025,6
1998,MI,AI,5725,475,8
1998,MI,AS,16845,695,4
1998,MI,BL,258390,20270,8
1998,MI,HI,30255,2595,9
1998,MI,HP,0,0,
1998,MI,MR,0,0,
1998,MI,WH,588490,42300,7
1998,MI,total,899700,66340,7
1998,MN,AI,11135,2545,23
1998,MN,AS,35690,2600,7
1998,MN,BL,45095,20065,44
1998,MN,HI,15450,1790,12
1998,MN,HP,0,0,
1998,MN,MR,0,0,
1998,MN,WH,477870,22410,5
1998,MN,total,585245,49410,8
1998,MO,AI,1715,310,18
1998,MO,AS,8565,210,2
1998,MO,BL,139085,24145,17
1998,MO,HI,9805,650,7
1998,MO,HP,0,0,
1998,MO,MR,0,0,
1998,MO,WH,456335,23545,5
1998,MO,total,615505,48860,8
1998,MS,AI,460,80,17
1998,MS,AS,2905,125,4
1998,MS,BL,201680,32310,16
1998,MS,HI,2035,100,5
1998,MS,HP,0,0,
1998,MS,MR,0,0,
1998,MS,WH,209430,14730,7
1998,MS,total,416510,47345,11
1998,MT,AI,12795,1385,11
1998,MT,AS,1065,30,3
1998,MT,BL,665,55,8
1998,MT,HI,2020,150,7
1998,MT,HP,0,0,
1998,MT,MR,0,0,
1998,MT,WH,101580,3775,4
1998,MT,total,118125,5395,5
1998,NC,AI,6325,850,13
1998,NC,AS,18170,715,4
1998,NC,BL,284045,53480,19
1998,NC,HI,29450,1980,7
1998,NC,HP,0,0,
1998,NC,MR,0,0,
1998,NC,WH,564050,39535,7
1998,NC,total,902040,96560,11
1998,ND,AI,5520,595,11
1998,ND,AS,735,5,1
1998,ND,BL,1035,35,3
1998,ND,HI,1050,35,3
1998,ND,HP,0,0,
1998,ND,MR,0,0,
1998,ND,WH,79710,1530,2
1998,ND,total,88050,2200,2
1998,NE,AI,2735,240,9
1998,NE,AS,3755,80,2
1998,NE,BL,18015,2295,13
1998,NE,HI,14825,910,6
1998,NE,HP,0,0,
1998,NE,MR,0,0,
1998,NE,WH,182865,6395,3
1998,NE,total,222190,9920,4
1998,NH,AI,345,30,9
1998,NH,AS,1835,55,3
1998,NH,BL,1640,225,14
1998,NH,HI,2600,305,12
1998,NH,HP,0,0,
1998,NH,MR,0,0,
1998,NH,WH,126225,8230,7
1998,NH,total,132645,8845,7
1998,NJ,AI,975,55,6
1998,NJ,AS,37480,1125,3
1998,NJ,BL,125715,17585,14
1998,NJ,HI,112215,12375,11
1998,NJ,HP,0,0,
1998,NJ,MR,0,0,
1998,NJ,WH,331295,18305,6
1998,NJ,total,607675,49445,8
1998,NM,AI,26185,2790,11
1998,NM,AS,1310,55,4
1998,NM,BL,3905,300,8
1998,NM,HI,79255,5465,7
1998,NM,HP,0,0,
1998,NM,MR,0,0,
1998,NM,WH,62280,3855,6
1998,NM,total,172935,12465,7
1998,NV,AI,5520,425,8
1998,NV,AS,15020,175,1
1998,NV,BL,28390,520,2
1998,NV,HI,63855,1650,3
1998,NV,HP,0,0,
1998,NV,MR,0,0,
1998,NV,WH,179875,5745,3
1998,NV,total,292660,8510,3
1998,NY,AI,6950,400,6
1998,NY,AS,131380,1460,1
1998,NY,BL,489235,34935,7
1998,NY,HI,450125,16275,4
1998,NY,HP,0,0,
1998,NY,MR,0,0,
1998,NY,WH,685780,23305,3
1998,NY,total,1763470,76370,4
1998,OH,AI,1465,385,26
1998,OH,AS,11710,440,4
1998,OH,BL,238160,47750,20
1998,OH,HI,17865,2300,13
1998,OH,HP,0,0,
1998,OH,MR,0,0,
1998,OH,WH,572885,47480,8
1998,OH,total,842090,98355,12
1998,OK,AI,59335,3515,6
1998,OK,AS,7985,285,4
1998,OK,BL,61570,11135,18
1998,OK,HI,25510,2105,8
1998,OK,HP,0,0,
1998,OK,MR,0,0,
1998,OK,WH,306850,18220,6
1998,OK,total,461250,35255,8
1998,OR,AI,7565,890,12
1998,OR,AS,18420,1565,8
1998,OR,BL,13745,740,5
1998,OR,HI,37585,3430,9
1998,OR,HP,0,0,
1998,OR,MR,0,0,
1998,OR,WH,359925,23885,7
1998,OR,total,437240,30510,7
1998,PA,AI,1040,50,5
1998,PA,AS,21600,780,4
1998,PA,BL,200735,28425,14
1998,PA,HI,51125,5385,11
1998,PA,HP,0,0,
1998,PA,MR,0,0,
1998,PA,WH,563490,31960,6
1998,PA,total,837990,66595,8
1998,RI,AI,480,35,7
1998,RI,AS,4635,280,6
1998,RI,BL,10535,1700,16
1998,RI,HI,17370,1925,11
1998,RI,HP,0,0,
1998,RI,MR,0,0,
1998,RI,WH,77990,6640,9
1998,RI,total,111005,10580,10
1998,SC,AI,1335,215,16
1998,SC,AS,5675,235,4
1998,SC,BL,260460,53220,20
1998,SC,HI,7980,535,7
1998,SC,HP,0,0,
1998,SC,MR,0,0,
1998,SC,WH,354855,32440,9
1998,SC,total,630300,86645,14
1998,SD,AI,10480,710,7
1998,SD,AS,985,15,2
1998,SD,BL,1240,50,4
1998,SD,HI,1110,55,5
1998,SD,HP,0,0,
1998,SD,MR,0,0,
1998,SD,WH,85030,1710,2
1998,SD,total,98845,2535,3
1998,TN,AI,1100,80,7
1998,TN,AS,9215,475,5
1998,TN,BL,205940,40760,20
1998,TN,HI,9915,655,7
1998,TN,HP,0,0,
1998,TN,MR,0,0,
1998,TN,WH,515605,28580,6
1998,TN,total,741775,70545,10
1998,TX,AI,8330,345,4
1998,TX,AS,91665,1935,2
1998,TX,BL,510265,53900,11
1998,TX,HI,1207360,79030,7
1998,TX,HP,0,0,
1998,TX,MR,0,0,
1998,TX,WH,1308295,46200,4
1998,TX,total,3125920,181415,6
1998,UT,AI,6800,300,4
1998,UT,AS,12340,350,3
1998,UT,BL,3900,255,7
1998,UT,HI,33910,2020,6
1998,UT,HP,0,0,
1998,UT,MR,0,0,
1998,UT,WH,396355,8685,2
1998,UT,total,453310,11615,3
1998,VA,AI,2535,180,7
1998,VA,AS,40550,1550,4
1998,VA,BL,296360,72770,25
1998,VA,HI,42685,2880,7
1998,VA,HP,0,0,
1998,VA,MR,0,0,
1998,VA,WH,685805,65270,10
1998,VA,total,1067935,142645,13
1998,VT,AI,360,125,35
1998,VT,AS,720,15,2
1998,VT,BL,535,40,7
1998,VT,HI,260,15,6
1998,VT,HP,0,0,
1998,VT,MR,0,0,
1998,VT,WH,56775,3195,6
1998,VT,total,58645,3385,6
1998,WA,AI,14115,1270,9
1998,WA,AS,56035,1790,3
1998,WA,BL,41185,3650,9
1998,WA,HI,53040,3650,7
1998,WA,HP,0,0,
1998,WA,MR,0,0,
1998,WA,WH,487790,29695,6
1998,WA,total,652165,40055,6
1998,WI,AI,6000,820,14
1998,WI,AS,22360,675,3
1998,WI,BL,76375,16080,21
1998,WI,HI,26700,3370,13
1998,WI,HP,0,0,
1998,WI,MR,0,0,
1998,WI,WH,376220,27105,7
1998,WI,total,507660,48055,9
1998,WV,AI,250,15,6
1998,WV,AS,1370,35,3
